anio;jurisdiccion;empresa
11/2017;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T."
11/2017;NACIONAL;"EMPRESA DE TRANSP. MARIANO MORENO S.A."
11/2017;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A"
11/2017;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
11/2017;NACIONAL;"EMPRESA LINEA 216 S.A.T."
11/2017;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S."
11/2017;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
11/2017;NACIONAL;"EXPRESO LOMAS S.A."
11/2017;NACIONAL;"EXPRESO QUILMES S.A."
11/2017;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
11/2017;NACIONAL;"FERROVIAS S.A."
11/2017;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I."
11/2017;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
11/2017;NACIONAL;"GRUPO LINEA 179 S.A."
11/2017;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
11/2017;NACIONAL;"LA CABAÑA S.A."
11/2017;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A."
11/2017;NACIONAL;"LA NUEVA METROPOL S.A."
11/2017;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
11/2017;NACIONAL;"LINEA 10 S.A."
11/2017;NACIONAL;"LINEA 17 S.A."
11/2017;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE"
11/2017;NACIONAL;"LINEA 22 S.A."
11/2017;NACIONAL;"LINEA 71 S.A."
11/2017;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I."
11/2017;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
11/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T."
11/2017;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR"
11/2017;NACIONAL;"MAYO S.A.T.A."
11/2017;NACIONAL;METROVIAS
11/2017;NACIONAL;"METROVIAS S.A. (URQUIZA)"
11/2017;NACIONAL;"MICRO OMNIBUS NORTE S.A."
11/2017;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
11/2017;NACIONAL;"MICRO OMNIBUS SUR S.A.C."
11/2017;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A."
11/2017;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I"
11/2017;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
11/2017;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I."
11/2017;NACIONAL;"NUDO S.A."
11/2017;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I."
11/2017;NACIONAL;"ROCARAZA S.A."
11/2017;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
11/2017;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
11/2017;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
11/2017;NACIONAL;"SOFSE - Belgrano Sur"
11/2017;NACIONAL;"SOFSE - Mitre"
11/2017;NACIONAL;"SOFSE - Roca"
11/2017;NACIONAL;"SOFSE - San Martin"
11/2017;NACIONAL;"SOFSE- SARMIENTO"
11/2017;NACIONAL;"SOFSE- TREN DE LA COSTA"
11/2017;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C."
11/2017;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C."
11/2017;NACIONAL;"TRANSP. SGTO. CABRAL"
11/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I."
11/2017;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
11/2017;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
11/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
11/2017;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC."
11/2017;NACIONAL;"TRANSPORTES 1º SEPTIEMBRE S.A."
11/2017;NACIONAL;"TRANSPORTES 27 DE JUNIO S.A.C.I.F."
11/2017;NACIONAL;"TRANSPORTES 270 S.A."
11/2017;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
11/2017;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
11/2017;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A."
11/2017;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A."
11/2017;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
11/2017;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
11/2017;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
11/2017;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
11/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I."
11/2017;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A."
11/2017;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
11/2017;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F."
11/2017;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C."
11/2017;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I."
11/2017;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L."
11/2017;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
11/2017;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A."
11/2017;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA"
11/2017;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA"
11/2017;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
10/2017;NACIONAL;"17 DE AGOSTO S.A."
10/2017;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P."
10/2017;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
10/2017;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR"
10/2017;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
10/2017;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA"
10/2017;NACIONAL;"BUS DEL OESTE S.A."
10/2017;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES"
10/2017;NACIONAL;"COLECTIVEROS UNIDOS S.A."
10/2017;NACIONAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
10/2017;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR"
10/2017;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA"
10/2017;NACIONAL;"EL NUEVO HALCON S.A."
10/2017;NACIONAL;"EL PUENTE S.A.T."
10/2017;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A."
10/2017;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L."
10/2017;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F."
10/2017;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T."
10/2017;NACIONAL;"EMPRESA DE TRANSP. MARIANO MORENO S.A."
10/2017;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A"
10/2017;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
10/2017;NACIONAL;"EMPRESA LINEA 216 S.A.T."
10/2017;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S."
10/2017;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
10/2017;NACIONAL;"EXPRESO LOMAS S.A."
10/2017;NACIONAL;"EXPRESO QUILMES S.A."
10/2017;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
10/2017;NACIONAL;"FERROVIAS S.A."
10/2017;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I."
10/2017;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
10/2017;NACIONAL;"GRUPO LINEA 179 S.A."
10/2017;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
10/2017;NACIONAL;"LA CABAÑA S.A."
10/2017;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A."
10/2017;NACIONAL;"LA NUEVA METROPOL S.A."
10/2017;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
10/2017;NACIONAL;"LINEA 10 S.A."
10/2017;NACIONAL;"LINEA 17 S.A."
10/2017;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE"
10/2017;NACIONAL;"LINEA 22 S.A."
10/2017;NACIONAL;"LINEA 71 S.A."
10/2017;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I."
10/2017;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
10/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T."
10/2017;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR"
10/2017;NACIONAL;"MAYO S.A.T.A."
10/2017;NACIONAL;METROVIAS
10/2017;NACIONAL;"METROVIAS S.A. (URQUIZA)"
10/2017;NACIONAL;"MICRO OMNIBUS NORTE S.A."
10/2017;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
10/2017;NACIONAL;"MICRO OMNIBUS SUR S.A.C."
10/2017;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A."
10/2017;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I"
10/2017;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
10/2017;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I."
10/2017;NACIONAL;"NUDO S.A."
10/2017;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I."
10/2017;NACIONAL;"ROCARAZA S.A."
10/2017;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
10/2017;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
10/2017;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
10/2017;NACIONAL;"SOFSE - Belgrano Sur"
10/2017;NACIONAL;"SOFSE - Mitre"
10/2017;NACIONAL;"SOFSE - Roca"
10/2017;NACIONAL;"SOFSE - San Martin"
10/2017;NACIONAL;"SOFSE- SARMIENTO"
10/2017;NACIONAL;"SOFSE- TREN DE LA COSTA"
10/2017;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C."
10/2017;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C."
10/2017;NACIONAL;"TRANSP. SGTO. CABRAL"
10/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I."
10/2017;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
10/2017;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
10/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
10/2017;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC."
10/2017;NACIONAL;"TRANSPORTES 1º SEPTIEMBRE S.A."
10/2017;NACIONAL;"TRANSPORTES 27 DE JUNIO S.A.C.I.F."
10/2017;NACIONAL;"TRANSPORTES 270 S.A."
10/2017;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
10/2017;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
10/2017;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A."
10/2017;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A."
10/2017;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
10/2017;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
10/2017;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
10/2017;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
10/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I."
10/2017;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A."
10/2017;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
10/2017;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F."
10/2017;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C."
10/2017;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I."
10/2017;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L."
10/2017;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
10/2017;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A."
10/2017;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA"
10/2017;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA"
10/2017;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
09/2017;NACIONAL;"17 DE AGOSTO S.A."
09/2017;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P."
09/2017;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
09/2017;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR"
09/2017;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
09/2017;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA"
09/2017;NACIONAL;"BUS DEL OESTE S.A."
09/2017;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES"
09/2017;NACIONAL;"COLECTIVEROS UNIDOS S.A."
09/2017;NACIONAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
09/2017;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR"
09/2017;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA"
09/2017;NACIONAL;"EL NUEVO HALCON S.A."
09/2017;NACIONAL;"EL PUENTE S.A.T."
09/2017;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A."
09/2017;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L."
09/2017;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F."
09/2017;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T."
09/2017;NACIONAL;"EMPRESA DE TRANSP. MARIANO MORENO S.A."
09/2017;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A"
09/2017;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
09/2017;NACIONAL;"EMPRESA LINEA 216 S.A.T."
09/2017;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S."
09/2017;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
09/2017;NACIONAL;"EXPRESO LOMAS S.A."
09/2017;NACIONAL;"EXPRESO QUILMES S.A."
09/2017;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
09/2017;NACIONAL;"FERROVIAS S.A."
09/2017;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I."
09/2017;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
09/2017;NACIONAL;"GRUPO LINEA 179 S.A."
09/2017;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
09/2017;NACIONAL;"LA CABAÑA S.A."
09/2017;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A."
09/2017;NACIONAL;"LA NUEVA METROPOL S.A."
09/2017;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
09/2017;NACIONAL;"LINEA 10 S.A."
09/2017;NACIONAL;"LINEA 17 S.A."
09/2017;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE"
09/2017;NACIONAL;"LINEA 22 S.A."
09/2017;NACIONAL;"LINEA 71 S.A."
09/2017;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I."
09/2017;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
09/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T."
09/2017;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR"
09/2017;NACIONAL;"MAYO S.A.T.A."
09/2017;NACIONAL;METROVIAS
09/2017;NACIONAL;"METROVIAS S.A. (URQUIZA)"
09/2017;NACIONAL;"MICRO OMNIBUS NORTE S.A."
09/2017;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
09/2017;NACIONAL;"MICRO OMNIBUS SUR S.A.C."
09/2017;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A."
09/2017;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I"
09/2017;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
09/2017;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I."
09/2017;NACIONAL;"NUDO S.A."
09/2017;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I."
09/2017;NACIONAL;"ROCARAZA S.A."
09/2017;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
09/2017;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
09/2017;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
09/2017;NACIONAL;"SOFSE - Belgrano Sur"
09/2017;NACIONAL;"SOFSE - Mitre"
09/2017;NACIONAL;"SOFSE - Roca"
09/2017;NACIONAL;"SOFSE - San Martin"
09/2017;NACIONAL;"SOFSE- SARMIENTO"
09/2017;NACIONAL;"SOFSE- TREN DE LA COSTA"
09/2017;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C."
09/2017;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C."
09/2017;NACIONAL;"TRANSP. SGTO. CABRAL"
09/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I."
09/2017;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
09/2017;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
09/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
09/2017;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC."
09/2017;NACIONAL;"TRANSPORTES 1º SEPTIEMBRE S.A."
09/2017;NACIONAL;"TRANSPORTES 27 DE JUNIO S.A.C.I.F."
09/2017;NACIONAL;"TRANSPORTES 270 S.A."
09/2017;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
09/2017;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
09/2017;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A."
09/2017;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A."
09/2017;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
09/2017;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
09/2017;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
09/2017;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
09/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I."
09/2017;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A."
09/2017;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
09/2017;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F."
09/2017;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C."
09/2017;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I."
09/2017;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L."
09/2017;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
09/2017;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A."
09/2017;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA"
09/2017;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA"
09/2017;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
08/2017;NACIONAL;"17 DE AGOSTO S.A."
08/2017;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P."
08/2017;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
08/2017;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR"
08/2017;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
08/2017;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA"
08/2017;NACIONAL;"BUS DEL OESTE S.A."
08/2017;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES"
08/2017;NACIONAL;"COLECTIVEROS UNIDOS S.A."
08/2017;NACIONAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
08/2017;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR"
08/2017;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA"
08/2017;NACIONAL;"EL NUEVO HALCON S.A."
08/2017;NACIONAL;"EL PUENTE S.A.T."
08/2017;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A."
08/2017;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L."
08/2017;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F."
08/2017;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T."
08/2017;NACIONAL;"EMPRESA DE TRANSP. MARIANO MORENO S.A."
08/2017;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A"
08/2017;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
08/2017;NACIONAL;"EMPRESA LINEA 216 S.A.T."
08/2017;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S."
08/2017;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
08/2017;NACIONAL;"EXPRESO LOMAS S.A."
08/2017;NACIONAL;"EXPRESO QUILMES S.A."
08/2017;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
08/2017;NACIONAL;"FERROVIAS S.A."
08/2017;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I."
08/2017;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
08/2017;NACIONAL;"GRUPO LINEA 179 S.A."
08/2017;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
08/2017;NACIONAL;"LA CABAÑA S.A."
08/2017;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A."
08/2017;NACIONAL;"LA NUEVA METROPOL S.A."
08/2017;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
08/2017;NACIONAL;"LINEA 10 S.A."
08/2017;NACIONAL;"LINEA 17 S.A."
08/2017;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE"
08/2017;NACIONAL;"LINEA 22 S.A."
08/2017;NACIONAL;"LINEA 71 S.A."
08/2017;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I."
08/2017;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
08/2017;NACIONAL;"LOS CONSTITUYENTES S.A.T."
08/2017;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR"
08/2017;NACIONAL;"MAYO S.A.T.A."
08/2017;NACIONAL;METROVIAS
08/2017;NACIONAL;"METROVIAS S.A. (URQUIZA)"
08/2017;NACIONAL;"MICRO OMNIBUS NORTE S.A."
08/2017;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
08/2017;NACIONAL;"MICRO OMNIBUS SUR S.A.C."
08/2017;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A."
08/2017;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I"
08/2017;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
08/2017;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I."
08/2017;NACIONAL;"NUDO S.A."
08/2017;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I."
08/2017;NACIONAL;"ROCARAZA S.A."
08/2017;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
08/2017;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
08/2017;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
08/2017;NACIONAL;"SOFSE - Belgrano Sur"
08/2017;NACIONAL;"SOFSE - Mitre"
08/2017;NACIONAL;"SOFSE - Roca"
08/2017;NACIONAL;"SOFSE - San Martin"
08/2017;NACIONAL;"SOFSE- SARMIENTO"
08/2017;NACIONAL;"SOFSE- TREN DE LA COSTA"
08/2017;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C."
08/2017;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C."
08/2017;NACIONAL;"TRANSP. SGTO. CABRAL"
08/2017;NACIONAL;"TRANSPORTE AUTOMOTOR PLAZA S.A.C.I."
08/2017;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
08/2017;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
08/2017;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
08/2017;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC."
08/2017;NACIONAL;"TRANSPORTES 1º SEPTIEMBRE S.A."
08/2017;NACIONAL;"TRANSPORTES 27 DE JUNIO S.A.C.I.F."
08/2017;NACIONAL;"TRANSPORTES 270 S.A."
08/2017;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
08/2017;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
08/2017;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A."
08/2017;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A."
08/2017;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
08/2017;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
08/2017;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
08/2017;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
08/2017;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I."
08/2017;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A."
08/2017;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
08/2017;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F."
08/2017;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C."
08/2017;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I."
08/2017;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L."
08/2017;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
08/2017;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A."
08/2017;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA"
08/2017;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA"
08/2017;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
07/2017;NACIONAL;"17 DE AGOSTO S.A."
07/2017;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P."
07/2017;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
07/2017;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR"
07/2017;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
07/2017;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA"
07/2017;NACIONAL;"BUS DEL OESTE S.A."
07/2017;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES"
